Category,Message
0,K.:)you are the only girl waiting in reception ah?
0, 30 pm ) . i appreciate your consideration and  thanks in advance if we can work this out .  anita
1," for your information  this has been our final notification  we have aimed to make contact with you on a lot periods and we hope for you reply this time !  your current home loan makes you eligible for you for up to a 3 . 70 % lower rate .  however , thanks to our previous attempts to make contact with  you did not succeed , this will be our last effort to get for you the lower rate .  please end this final step upon receiving  this notice immediately , and complete your submission now .  apply here .  if your decision is not to make use of this final offer going here will help you to do so ."
1,  antonioacm @ zipmail . com . br ; failed ; 5 . 2 . 2 ( mailbox full )
0,"That way transport is less problematic than on sat night. By the way, if u want to ask  n  to join my bday, feel free. But need to know definite nos as booking on fri."
1, viagra is the # 1 med to struggle with mens ' erectile dysfunction .  for your convenience purchase all your prescription and non prescription needs at discount prices .  frustration is one of the greatest things in art ; satisfaction is nothing .  every marriage is happy . its the living together afterward that ' s the challenge .  laughing deeply is living deeply .
0,"  >  > please find attached my resume for the summer internship program . i  > apologize for the delay . we actually lost your contact info . please let me  > know if you will need any additional information and / or a cover letter  > besides the resume and i can send it right away .  >  > thanks  >  > regards ,  > shikhar  > - - - - - - - - - - - - - - - - - - - - - - - -  > shikhar ranjan  > phd student  > management science & engineering  > stanford university ca  > ( 650 ) 497 5762  >  - resumeo 0 - ene . doc"
0,Ya that one is slow as poo
0,Please sen :)my kind advice :-)please come here and try:-)
0,What not under standing.
1,"This is the 2nd time we have tried to contact u. U have won the £400 prize. 2 claim is easy, just call 087104711148 NOW! Only 10p per minute. BT-national-rate"
1,"This is the 2nd attempt to contract U, you have won this weeks top prize of either £1000 cash or £200 prize. Just call 09066361921"
0,"Aight I've been set free, think you could text me blake's address? It occurs to me I'm not quite as sure what I'm doing as I thought I was"
1,"  the examples above show the awesome , earning potential of little known  companies that explode onto investor ' s radar screens ; many of you are  already familiar with this . is popt poised and positioned to do that for  you ? then you may feel the time has come to act . . . and please watch  this one trade wednesday ! go popt .  penny stocks are considered highly speculative and may be unsuitable  for all but very aggressive investors . this profile is not in any way  affiliated with the featured company . we were compensated 3000 dollars  to distribute this report . this report is for entertainment and  advertising purposes only and should not be used as investment advice .  if you wish to stop future mai - lin * gs , or if you feel you have been  wrongfully placed in our membership , send a blank e mail with no thanks in  the sub ject to no _ morenewsletters 2 @ yahoo . com"
0,Ma head dey swell oh. Thanks for making my day
0,Mine here like all fr china then so noisy.
0,I could ask carlos if we could get more if anybody else can chip in
1,"Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16"
1," # 000000 "" > today ' s  top business magazine reviews along with a wide selection of articles from  relevant sales and marketing topics .  gain  access to all the suppliers and  resources you need to do your job effectively .  if  you can ' t find the supplier or resource  that you need . . . one of our reps will  go to work to find it for you .  business 2 . 0 , fast company , technology marketing , wired , pc world , asia street intelligence , inc , bank technology and more  you are receiving this e - mail because you have opted - in to receive special offers from  offersrus . net or one of it ' s marketing affiliates . if you feel you have received this e - mail in error or do not wish to receive additional special offers , please scroll down to unsubscribe .  this e - mailing has been sent to you as a person interested in the information enclosed . this e - mail is not spam under the federal regulatory laws of the united states . this message is being sent to you in compliance with the proposed federal legislation for commercial e - mail ( h . r . 4176 - section 101 paragraph ( e ) ( 1 ) ( a ) ) and bill s . 1618 title iii passed by the 105 th us congress . we sincerely apologize for any inconvenience . this message is not intended for residents of wa , nv , ca , va . screening of addresses has been done to the best of our technical ability . if you are a california , nevada , washington , or virginia resident please follow the instructions below and you will be permanently removed from our list immediately .  if you would like to be removed from our e - mail list , please click on the words  remove me  click send , and you will be removed from our list immediately .  ubyrpqtetxjyuyqyfjtie"
0,I will see in half an hour
0, power crisis in the west invite . doc )
0, / / pstemarie . homestead . com
1,You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again
0,Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.
0, hnatraj @ iimb . ernet . in
1,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062"
1,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
0,  i am working now in ees as the chase national account manager and am  developing new products to sell chase . one of the products i am working on  integrates the provision of broad band with a package of computer  hardware and software for a company ' s employees .  i can explain more if you are interested .  i understand you put together a report on broadband which has helped educate  people as to the technology and economics . can i get a copy ? .  also do you have any analyses on chase that might help me detect other  opportunities ?  is there anyone on your staff with whom i should talk ?  thanks  chris
1, save your money buy getting this thing here  you have not tried cialls yet ?  than you cannot even imagine what it is like to be a real man in bed !  the thing is that a great errrectlon is provided for you exactly when you want .  ciails has a iot of advantaqes over viaqra  - the effect iasts 36 hours !  - you are ready to start within just 10 minutes !  - you can mix it with alcohoi ! we ship to any country !  get it riqht now ! . 
0,The bus leaves at  &lt;#&gt;
0,No prob. I will send to your email.
0," nov 17 , 2000  employee name supervisor name date selected  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -  tamarchenko , tanya v vasant shanbhogue oct 26 , 2000  walton , sheila h david oxley oct 27 , 2000  yaman , sevil vasant shanbhogue oct 27 , 2000"
0,How is it possible to teach you. And where.
0,Dont know you bring some food
0,Its ok..come to my home it vl nice to meet and v can chat..
1," / / x 911 . info . ox - files . info  sincerely ,  zelma blankenship"
1,Phony £350 award - Todays Voda numbers ending XXXX are selected to receive a £350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app
0,Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola
0,That is wondarfull song
0," mission impossible - hr associate groups recommendation and next  steps  rhonna ,  please arrange a meeting later this week for all of those addressed by this  message ( vince , it would great if one of your team could attend since we will  need some heavy statistical and analytical help to complete this project ) .  the prupose of the meeting will be to discuss and delegate next steps  required to implement the hr associate groups recommendations for the  development of an hr "" value index "" at enron .  i would anticipate we will need approx 45 minutes .  david"
0,Come by our room at some point so we can iron out the plan for this weekend
1,Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201
0,Nvm take ur time.
0,You bad girl. I can still remember them
0,I've not sent it. He can send me.
0,My sister going to earn more than me da.
1," the big unit  within a few days you should notice immediate erection size increases  forget about your partner faking her orgasm or not being able to please  her . you will be able to penetrate deeper so your partner will experience  more pleasure as well as multiple orgasms during sexual intercourse .  86 % of women surveyed said that they would like their partner to be more  ' full ' sexually .  check out the only male  enhancement formula with a free dvd  my girlfriend has been blown away by the gains i have achieved with your  black label formula and the exercises . she said i should join the circus ,  and for the first time it felt like a compliment ! - ben , new zealand  po box in link above and you can say no thank you for future  no living person , continued the demon , has ever before been favored with  such comforting devices for the preservation and extension of human life as  yourself . you seem quite unappreciative , it is true ; but since our  connection i have come to realize that you are but an ordinary boy , with  many boyish limitations ; so i do not condemn your foolish actions too  harshly  that is kind of you , said rob "
1,"Latest Nokia Mobile or iPOD MP3 Player +£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.£1,50/Mtmsgrcvd18+"
0,"  wincenty kaminski  enron corp  managing director  ebl 962  1400 smith  houston tx 77002  we appreciate your interest in harvard business school publishing . if we can  be  of further assistance , please contact our customer service department at  ( 800 ) 988 - 0886 or ( 617 ) 783 - 7500 , by fax at ( 617 ) 783 - 7555 , or via email at  corpcustserv @ hbsp . harvard . edu ."
1,"  - norton internet security pro 2005 - $ 29 . 95  - windows xp professional with sp 2 fuil version - $ 59 . 95  - corei draw graphics suite 12 - $ 49 . 95  - dreamweaver mx 2004 ( homesite 5 . 5 inciudinq ) - $ 39 . 95  - macromedia studio mx 2004 - $ 119 . 95  just browse our site and find any software you need in your native ianquage !  best regards ,  siyvia "
1, / / jcyk . itoma - services . com / cfillye / ? oqulup
1, local mailer ( / usr / sbin / sensible - mda ) exited with ex _ tempfail  message could not be delivered for 5 days  message will be deleted from queue
0,Well there's still a bit left if you guys want to tonight
0,Much better now thanks lol
1, save your money buy getting this thing here  you have not tried cialls yet ?  than you cannot even imagine what it is like to be a real man in bed !  the thing is that a great errrectlon is provided for you exactly when you want .  ciaiis has a iot of advantaqes over viaqra  - the effect lasts 36 hours !  - you are ready to start within just 10 minutes !  - you can mix it with alcohol ! we ship to any country !  get it right now ! . 
0,She's borderline but yeah whatever.
0,Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night
0," friday off  hi ,  please note that i will be taking a vacation day on friday , june 2 to study  for the cfa exams .  regards ,  roy"
0,"aight we can pick some up, you open before tonight?"
1,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone
0," possible rtp conference  dear professor huntington ,  thursday 10 a . m . works for me .  please , let me know where i can meet you .  i am attaching my itinerary , so that you can contact me  if necessary  .  my cell phone number is 713 410 5396 .  vince kaminski"
0," 00 am . please  let me  know if this is what you would like to do and we will make the  hotel  reservation .  i look forward to hearing from you .  best regards ,  shirley crenshaw  administrative coordinator  enron research group  713 - 853 - 5290  - winmail . dat"
1," perfect logo charset = koi 8 - r "" >  thinking of breathing new life into your business ?  start from revamping its front - end - logo and visuai identity .  loqodentity offers creative custom design of loqos ,  stationery and web - sites . under our careful hand these powerful marketing toois  will brinq a breath of fresh air into your business  and make you stand out among the competitors .  you are just a ciick  away from your future success . ciick here to see the samples of our artwork ,  check our prices and hot offers"
1,Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly
1," / / www . nasd . com . readers can review all public filings  by companies at the sec ' s edgar page . the nasd has published information on how  to invest carefully at its web site .  350 5 th ave . , ste . 630 new york , ny 10118 this e - mail message is an advertisement and / or solicitation ."
1," / / www . gretan . com / ss /  who can believe that there is no soul behind those luminous eyes !  nobody cares if you can ' t dance well . just get up and dance .  no man is happy who does not think himself so .  though this be madness , yet there is method in ' t .  hell has no benefits , only torture ."
0,"  >  > > hello ,  > >  > > sorry for a delay in getting back to you .  > > we would like very much to offer you a summer internship .  > >  > > please , let me know if you are interested .  > >  > > vince kaminski  > >  > >  >  >  >  >  >  >"
1,FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free
1, 25 mg did thhe trick  ho receivable w to save on your medlcatlons over 70 % .  pharmz ibidem mail shop - successfu panoramic ll and proven way to save your mone pelagian y .  incommodious v  a forsaken g  a poseur l  l foreshown u  inornate l  r proposer ac tangential l  banian is commissioned val  austerity m  andmanyother .  * best p rousing rlces  * panjandrum worldwide shlpplng  * total confident televisional iaiity  * over 5 miliion unbloody customers  ha bionics ve a nice day !
0,U studying in sch or going home? Anyway i'll b going 2 sch later.
1," jayde online , inc . , suite 190 23 - 845 dakota street , winnipeg , mb canada r 2 m 5 m 3 . "
1," search for the best and cheapest pharmacy online  save 80 % over the brandnames like viagra , cialis and propecia  anatomy is destiny .  oh , what a dear ravishing thing is the beginning of an amour !  it is not every question that deserves an answer ."
0,Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...
0, / / www . enroncredit . com / members / join . asp ) provides access to weekly  bankruptcy blasts covering current credit risk topics .  register today on www . enroncredit . com and take a look at how some of your own  counterparties may be performing !  legal stuff  the information contained in this newsletter is confidential and proprietary  to enron corp . and its subsidiaries . it is intended for internal use only  and should not be disclosed .
1,Call from 08702490080 - tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!
0," november 6 , 7 , 8 ( interface refinement )  we understand that we should fly into houston international and stay at  either the hyatt downtown or the doubletree to be near the enron office at  1400 smith street .  looking forward to an interesting and successful project .  john p . wirick , jr .  ext . 4910  the information transmitted is intended only for the person  or entity to which it is addressed and may contain confidential  and / or privileged material . any review , retransmission ,  dissemination or other use of , or taking of any action in  reliance upon , this information by persons or entities other than the  intended recipient is prohibited . if you received this in error , please  contact the sender and delete the material from any computer ."
0,"  enron is one of only a handful of institutions that could facilitate the  following ( see attached ) . call to discuss if you ' re interested .  best regards ,  - pressrelease . pdf  - monetization . pdf"
0," 713 - 237 - 5673  * * * * * * * * * * * * * * * * * * * internet email confidentiality footer * * * * * * * * * * * * * * * * * * *  the uk firm of arthur andersen is authorised by the institute of chartered  accountants in england and wales to carry on investment business . a list of  partners is available at 1 surrey street , london , wc 2 r 2 ps ( principal place of  business ) .  privileged / confidential information may be contained in this message . if you  are not the addressee indicated in this message ( or responsible for delivery  of  the message to such person ) , you may not copy or deliver this message to  anyone .  in such case , you should destroy this message and kindly notify the sender by  reply email . please advise immediately if you or your employer do not consent  to  internet email for messages of this kind . opinions , conclusions and other  information in this message that do not relate to the official business of my  firm shall be understood as neither given nor endorsed by it .  - pic 20284 . pcx  - es _ 2000 . pdf"
1," perfect logo charset = koi 8 - r "" >  thinking of breathing new life into your business ?  start from revamping its front - end - logo and visuai identity .  logodentity offers creative custom design of loqos ,  stationery and web - sites . under our carefui hand these powerfui marketing toois  wili bring a breath of fresh air into your business  and make you stand out among the competitors .  you are just a click  away from your future success . ciick here to see the samples of our artwork ,  check our prices and hot offers"
1," shooting stars stock report  a drib is admix vishnu but elegiac what newspaper ,  eagle not acrimony .  when percy conceive , eject whistleable is not viennese  custom but a molten spain style arises fujitsu  terramycin in episcopate , pullback and grata . would you  connallyatalanta ?  no , damsel carbonic weasel is depression a buttermilk and  tentacle prizewinning . "
0," visit to enron by professor nalin kulatilaka of boston university  hi shirley ,  vince has requested that we invite professor nalin kulatilaka of boston university to speak at one of our thursday group luncheons / seminars .  nalin says he is available to speak on may 17 th .  can you let me know if this is okay , and what the procedure is for invited speakers .  thanks and have a good weekend ,  iris"
0,"Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me"
0," amitava dhar  we need to order the latest version of the "" sas "" manuel .  enron it purchasing"
1," hardcore sex & orgies ! ! !  hot girls fucking hard ! ! !  click here to see  click here to see  click here to see  * over 150 , 000 xxx pictures  * 125 , 000 + sex videos  * 100 ' s of livecams & shows  * erotic stories & adult chat rooms  * new content added every  day !  click here to enter  click here to see  click here to see  click here to see  this newsletter is not unsolicited . the email address has been subscribed to our mailing list . if you would like to stop receiving this newsletter , just click here to unsubscribe and we ' ll block your email address immediately . "
0,  gary hickerson  rate & currency trading 10 . 0 %  agriculture trading  & origination 27 . 5 %  jeff shankman  weather 20 %  insurance 30 %  oil 7 . 5 %  coal 2 . 5 %  freight 2 . 5 %  total 100 %
0," fwd curves  margaret ,  the forward power and gas price curves , unlike nymex futures prices ,  are not publicly available and are a closely guarded secret of the trading  desks .  we have no authority to release them without getting the head of the  trading desk involved .  vince"
1,"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603"
0,I am literally in bed and have been up for like  &lt;#&gt;  hours
1," notification from sky bank # 6521 - 320719 - 9595 - 6540595  sky online banking users ,  we have noticed a numerous  number of failed login  attempt in youe sky online  banking account . in this  situation , we had to disable  you account access . that  means we have blocked all  kind of my access in your  online account .  to unblock you account ,  please  click here or follow the  link and complete the  verification process and  identify yourself as the  real owner of account .  we recommend you to complete  the verification process  within 24 hour to avoid  permanent account closing .  this is all about you  account security .  we are extremely sorry for  any inconvenience .  sincerely  sky security team  2005 sky financial  group , inc . "
0,Then what about further plan?
0,Yeah sure I'll leave in a min
0, + 44 ( 0 ) 20 7930 2238  >  >  >  >  >  >  >  >  >  >  - var . doc
1," get your babies diapers bill paid for , for a year !  your family could definately use this , now go .  kaazqchn"
1,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p
1,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.
1," vaal medz  how t pestilent o save on your medlcations over 70 % .  phar anthropoid mshop - suc mucilage cessfull and proven way to save your mo impendence ney .  gauleiter v  a jauntily g  flection al  l woodbind u  natural l  metcast rac selachian l  i partsong s anthropology val  melodramatic m  andmanyother .  bes unstrap t prlces .  wo phthisic rldwide shlpplng .  easy ord inconvenient er form .  total confident exanimate iaiity .  250 , 00 roumanian 0 satisfied customers .  order toda retrial y and save !"
1," acquired bechler cams , founded in 1957 , specializes in precision high tolerance parts for aerospace , defense , medical , and surgical manufacturing sectors . click for full storyacquired nelson engineering , boeing certified supplier of aerospace and defense parts was recently awarded contracts with lockheed martin and boeing that will result in major production increases . click for full storyclick for quote  to unsubscribe simply reply to this email for permanent removal .  information within this advertisement contains "" forward looking "" statements within the meaning of section 27 ( a ) of the u . s . securities act of 1933 and section 21 ( e ) of the u . s . securities exchange act of 1934 . any statements that express or involve discussions with respect to predictions , expectations , beliefs , plans , projections , objectives , goals , assumptions or future events or performance are not statements of historical facts and may be forward looking statements . forward looking statements are based on expectations , estimates and projections at the time the statements are made that involve a number of risks and uncertainties which could cause actual results or events to differ materially from those presently anticipated . forward looking statements may be identified through the use of words such as expects , will , anticipates , estimates , believes , or by statements indicating certain actions may , could or might occur . special situation alerts ( ssa ) is an independent publication and has been paid 125 , 000 free trading shares of gwih for this publication . ssa and / or its affiliates or agents may at any time after receipt of compensation in stock sell all or part of the stock received into the open market at the time of receipt or immediately after it has profiled a particular company . ssa is not a registered investment advisor or a broker dealer . be advised that the investments in companies profiled are considered to be high risk and use of the information provided is at the investor ' s sole risk and may result in the loss of some or all of the investment . all information is provided by the companies profiled and ssa makes no representations , warranties or guarantees as to the accuracy or completeness of the disclosure by the profiled companies . investors should not rely on the information presented . rather , investors should use this information as a starting point for doing additional independent research to allow the investor to form his or her own opinion regarding investing in profiled companies . factual statements as of the date stated and are subject to change without notice .  * * * * * * *"
1," all graphics software available , cheap oem versions .  good morning ,  we we offer latest oem packages of all graphics and publishinq software from corel , macromedia , adobe and others .  $ 80 adobe photoshop 8 . 0 / cs  $ 140 macromedia studio mx 2004  $ 120 adobe acrobat 7 . 0 professional  $ 150 adobe premiere pro 1 . 5  $ 90 corel designer 10  $ 90 quickbooks 2004 professionai edition  $ 75 adobe paqemaker 7 . 0  $ 70 xara x vl . 1  $ 75 adobe audition 1 . 5  $ 90 discreet 3 d studio max 7  $ 115 adobe golive cs  $ 135 adobe after effects 6 . 5 standard  $ 45 adobe premiere elements  $ 125 corel painter ix  $ 80 adobe iilustrator cs  $ 80 adobe lndesiqn cs  $ 240 adobe creative suite  $ 140 adobe framemaker 7 . 1  $ 50 uiead cool 3 d production studio 1 . 0 . 1  $ 90 alias motion buiider 6 professionai  $ 30 quicken 2004 premier home & biz  $ 30 adobe photoshop elements 3 . 0  $ 110 adobe premiere pro 7 . 0  learn more . . .  sincerely ,  toni "
1," in the second  quarter of 2001 this committee was mandated to  review and award  contracts to the tune of us $ 400 million us dollars  to a group of five  firms for the supply construction and installation  of oil pipe lines  in warri and port harcourt . during this process my  colleagues and i  decided and agreed among ourselves to deliberately  over - inflate the  total contract sum from us $ 400 million to us $ 431  million united  states dollars with the main intention of sharing  the remaining sum  of us $ 31 miilion amongst ourselves .  the federal government of nigeria has since the  second quater of  year 2001 approved the sum of us $ 431 million for us  as the contract sum ,  and the sum of us $ 400 million has also been paid to  the foreign companies  concerned as contract entitlements for the various  contracts done , but  since the companies are entiltled to us $ 400 million  dollars only , we are  now left with us $ 31 million dollars balance in the  account which we intend to  disburse amongst ourselves , but by virtue of our  positions as civil  servants and members of this panel , we cannot do  this by ourselves ,  as we are prohibited by the code of conduct bureau  ( civil service  laws ) from opening and / or operating foreign accounts  in our names  while still in government service , making it  impossible for us to  acquire the money in our names right now . i have  therefore , been  delegated as a matter of trust and urgency by my  colleagues in the  panel to look for an overseas partner into whose  account we would  transfer the sum of us $ 31 million . hence we are  writing you this  letter . my colleagues and i have agreed that if you  or your company  can act as the beneficiary of this funds on our  behalf , you or your  company will retain 20 % of the total amount ( us $ 31  million ) , while  70 % will be for us ( officials ) and the remaining 10 %  will be used in  offsetting all debts / expenses and taxes incurred  both local and  foreign in the cause of this transfer . needless to  say , the trust  reposed on you at this juncture is enormous . in  return we demand your  complete honesty and trust .  you must however note that this transaction will be  strictly based  on the following terms and conditions as we have  stated below ;  a ) our conviction of your transparent honesty and  diligence  b ) that you would treat this transaction with utmost  secrecy and confidentiality  c ) that you will not ask for more share or try to  sit on the funds once it is under  your custody , or any form of blackmail .  d ) that upon receipt of the funds you will release  the funds as instructed  by us after you have removed your share of 20 % from  the total amount .  please , note that this transaction is 100 % legal and  risk free and we hope to conclude  this transaction seven to fourteen bank working days  from the date  of receipt of the necessary requirements from you .  we are looking  forward to doing business with you and solicit your  total confidentiality  in this transaction . there is no cause for alarm . i  give you my word that you  are completely safe in doing business with us .  transactions like this  have been successfully carried out in the past by  most government  executives . here in my country there is great  economic and political  disarray and thus looting and corruption is rampant  and the order of  the day , thus explaining why you might have heard  stories of how  money is been taken out of nigeria , this is because  everyone is  making desperate attempts to secure his or her  future , so that when  we retire from active service we donot languish in  poverty . i will  explain more to you when i have heard from you .  please acknowledge the receipt of this letter using  the above e - mail address .  i will bring you into the complete picture of this  pending business  transaction when i have heard from you and also  receive your  confidential telephone and fax numbers to enable me  fax to you all  necessary information you need to know about our  pending business  transaction . i will also send to you my private  telephone and fax  numbers where you can always reach me . your urgent  response will be  highly appreciated to enable us transfer the funds  under the second  quarter of the year 2002 . thank you and god bless .  yours faithfully ,  dr . tom eke .  n . b . please be informed that this business  transaction is 100 % legal  and completely free from drug money or money  laundering . this is a  complete legitimate business transaction .  - -"
1,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!
0,Its hard to believe things like this. All can say lie but think twice before saying anything to me.
0,Sounds great! Im going to sleep now. Have a good night!
0,Tell me they're female :V how're you throwing in? We're deciding what all to get now
1,"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message"
1,"  - norton lnternet security pro 2005 - $ 29 . 95  - windows xp professional with sp 2 fuil version - $ 59 . 95  - corei draw graphics suite 12 - $ 49 . 95  - dreamweaver mx 2004 ( homesite 5 . 5 including ) - $ 39 . 95  - macromedia studio mx 2004 - $ 119 . 95  just browse our site and find any software you need in your native ianguaqe !  best reqards ,  lauraiee "
1,Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15
1,"  - norton internet security pro 2005 - $ 29 . 95  - windows xp professionai with sp 2 full version - $ 59 . 95  - corel draw graphics suite 12 - $ 49 . 95  - dreamweaver mx 2004 ( homesite 5 . 5 inciudinq ) - $ 39 . 95  - macromedia studio mx 2004 - $ 119 . 95  just browse our site and find any software you need in your native ianguage !  best reqards ,  karine "
1,LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms
1, based on 14216 reviews . write a review .
0, / / www . lacimagroup . com
0," interesting article about enron in japan ' s electricity newspaper  japan ' s electricity newspaper ( "" denki shimbun "" , the equivalent of megawatt  daily ) has been running a series of articles about the new century . several  of these have focused on the power industry in the u . s . a friend of mine ran  across one on enron that was published on april 13 and sent it to me . i  thought you would find it interesting .  the article focuses on ees in particular and about how we try to succeed by  being first to meet our clients ' changing needs . it also describes how we  use derivatives and risk management to reduce costs and stay competitive .  the article also briefly mentions the new office in japan .  the most interesting thing about the article is how incredibly positive it is  about enron . given what i have read and heard about how nervous the japanese  are about deregulation of the industry , i really did not expect such praise .  denki shimbun also has a web site at "" www . shimbun . denki . or . jp "" . they have  small summaries of the important articles of the day ( the site , however , is  completely in japanese ) . another interesting site is  "" www . criepi . denken . or . jp "" , the english home site of japan ' s central research  institute of electric power industry ( denryoku chuo kenkyuujou ) . the site  has many links to other english - language sites related to the power industry  in japan .  regards ,  eugenio"
0,Play w computer? Aiyah i tok 2 u lor?
1," try it ouut  hello , welcome to pharmon contention line tarbrush shop  - one of the leading oniine pharmaceutical shop classical s  slatternly v  inexplicit g  siliceous al  bandit ll  provincialize la  fruity rac thence l  i enamel sv chrome a  u conjuncture m  andmanyother .  - s admonition ave over 50 %  - worldwide shlppln enthralling g  - total confidentiai historian ity  - over 5 miiii messieurs on customers in 130 countries  heavenly have a nice day !"
0," lance cunningham  lance cunningham , mgr , hired 10 / 2 / 00 , rated "" satisfactory "" has a $ 5 k ( 5 . 55 % )  equity inc indicated in gcs . please give more detail . i realize he was  rated ; however , he was hired after 10 / 1 and his rating is sat ."
1,  you may have to report this message as not junk mail  if update link does not work .  thank you  for your prompt attention to this matter and thank you for using  fulton bank . 
1,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply."
1,Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Calls£1/minMobsmoreLKPOBOX177HP51FL
1,A link to your picture has been sent. You can also use http://alto18.co.uk/wave/wave.asp?o=44345
0,Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.
1,Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP
1," all the software you ' ll ever need to successfully make money online !  understanding oem software  it is impossible to say just what i mean !  above all , try something ."
0,"  2710 gateway oaks drive  suite 300 north  sacramento , ca 95833  let me know if you need any additional information .  - - stinson  x 34748"
0, churn list  here is the requested churn list .  any questions please call kevin moore @ 34710  thanks  kevin moore
0," curves for south america  vince and grant ,  i have been made responsible for all gas and power curves in south america  ( plus books development , reporting , . . . . . . . ) . i have somewhat started but ,  since i am new on the job , i ' d love to receive advice , guidance ( and at some  stage help ) from you . would you be available for a meeting next week ,  preferably thursday or friday ? i ' m planning to be in houston these days .  remi collonges  ( 55 ) 11 5503 1200"
0,"K, I might come by tonight then if my class lets out early"
0," changes in option valuation in enpower  sanjay  wanted to confirm the changes to the option valuations in the enpower we  discussed yesterday evening .  1 . currently the trader volatility inputs are the daily vol curve and the  intra - monthly vol curve . the monthly options get marked directly to the  monthly curve ( plus the smile ) and the monthlies get marked to a time blend  of monthly and intra - month vol ( plus the skew ) .  we want to change the valuation ( for the eastern books ) so that the dailies  get marked to the intramonth curve ( which we want to call the daily curve )  and the monthly gets marked to the monthly curved . there will be not vol  blending done by the enpower system for the daily and monthly option  valuations . we want to make this change very soon ( by early next week )  2 . currently there exists one smile for every region , which is specified in  terms of volatility additive for specified dollar difference from the  underlying . since different months in a region can trade in a large range  ( $ 35 - $ 150 ) - this cannot result in accurate skew for all terms . what we  need is a system which has skew per month .  we suggest , for the short term , the skew should apply only to the summer  daily expiration options . we need to make this change by early next week .  however , we need to start modifing the system so that for every region we  can enter a grid which has a percentage scale and specifies the skew  differently for each month . research , has implemented this in our pricing  model , and we would like this grid to be input into the valuation system . i  am enclosing the pricing model ( which we both discussed yesterday ) for  reference . this model is however , work under construction , so pls call alex  huang for clarifications .  3 . the vol input system is complex and confusing .  i would very much be interested in moving to a direct database interface ,  which accomodates the skew inputs per region as in . we should implement a  ui which can input the dailies and monthlies at the moneys and the skew grid  directly - so that we do not need to go through multiple iterations .  i am very much interested in what we currently are releasing in delphi and  would love an early implementation for options .  on all these issues , i am speaking for the east desk . i am going to touch  base with west guys and see if they are on board with these changes .  thanks  harry"
